location_project,NearestSite,project,location,Lat,Long,NR,NSR,LUF,AHM,PET,FFP,MAP,MAT,MCMT,MWMT,TrueLat
1086-SW_ABMI Ecosystem Health 2017,1086,ABMI Ecosystem Health 2017,1086-SW,53.474742,-112.846855,Boreal,Dry Mixedwood,North Saskatchewan,26.8,544,114,456,2.2,-13.4,15.9,53.474742
1088-NE_ABMI Ecosystem Health 2017,1088,ABMI Ecosystem Health 2017,1088-NE,53.382904,-112.158195,Parkland,Central Parkland,North Saskatchewan,28.7,565,114,414,1.9,-15.3,16.4,53.382904
1088-NW_ABMI Ecosystem Health 2017,1088,ABMI Ecosystem Health 2017,1088-NW,53.382904,-112.158195,Parkland,Central Parkland,North Saskatchewan,28.7,565,114,414,1.9,-15.3,16.4,53.382904
1088-SE_ABMI Ecosystem Health 2017,1088,ABMI Ecosystem Health 2017,1088-SE,53.382904,-112.158195,Parkland,Central Parkland,North Saskatchewan,28.7,565,114,414,1.9,-15.3,16.4,53.382904
1088-SW_ABMI Ecosystem Health 2017,1088,ABMI Ecosystem Health 2017,1088-SW,53.382904,-112.158195,Parkland,Central Parkland,North Saskatchewan,28.7,565,114,414,1.9,-15.3,16.4,53.382904
1095-NE_ABMI Ecosystem Health 2019,1095,ABMI Ecosystem Health 2019,1095-NE,53.111606,-110.193741,Parkland,Central Parkland,North Saskatchewan,27.5,570,116,429,1.8,-16.1,16.7,53.111606
1095-NW_ABMI Ecosystem Health 2019,1095,ABMI Ecosystem Health 2019,1095-NW,53.111606,-110.193741,Parkland,Central Parkland,North Saskatchewan,27.5,570,116,429,1.8,-16.1,16.7,53.111606
1095-SE_ABMI Ecosystem Health 2019,1095,ABMI Ecosystem Health 2019,1095-SE,53.111606,-110.193741,Parkland,Central Parkland,North Saskatchewan,27.5,570,116,429,1.8,-16.1,16.7,53.111606
1095-SW_ABMI Ecosystem Health 2019,1095,ABMI Ecosystem Health 2019,1095-SW,53.111606,-110.193741,Parkland,Central Parkland,North Saskatchewan,27.5,570,116,429,1.8,-16.1,16.7,53.111606
1098-NE_ABMI Ecosystem Health 2022,1098,ABMI Ecosystem Health 2022,1098-NE,53.82481,-119.13205,Rocky Mountain,Montane,Upper Peace,19.2,479,88,616,1.8,-8.9,12.8,53.82481
1098-NW_ABMI Ecosystem Health 2022,1098,ABMI Ecosystem Health 2022,1098-NW,53.82481,-119.13205,Rocky Mountain,Montane,Upper Peace,19.2,479,88,616,1.8,-8.9,12.8,53.82481
1098-SE_ABMI Ecosystem Health 2022,1098,ABMI Ecosystem Health 2022,1098-SE,53.82481,-119.13205,Rocky Mountain,Montane,Upper Peace,19.2,479,88,616,1.8,-8.9,12.8,53.82481
1098-SW_ABMI Ecosystem Health 2022,1098,ABMI Ecosystem Health 2022,1098-SW,53.82481,-119.13205,Rocky Mountain,Montane,Upper Peace,19.2,479,88,616,1.8,-8.9,12.8,53.82481
1099-NE_ABMI Ecosystem Health 2022,1099,ABMI Ecosystem Health 2022,1099-NE,53.781108,-118.82901,Rocky Mountain,Subalpine,Upper Athabasca,17,448,84,647,1,-9.7,12,53.781108
1099-NW_ABMI Ecosystem Health 2022,1099,ABMI Ecosystem Health 2022,1099-NW,53.781108,-118.82901,Rocky Mountain,Subalpine,Upper Athabasca,17,448,84,647,1,-9.7,12,53.781108
1099-SE_ABMI Ecosystem Health 2022,1099,ABMI Ecosystem Health 2022,1099-SE,53.781108,-118.82901,Rocky Mountain,Subalpine,Upper Athabasca,17,448,84,647,1,-9.7,12,53.781108
1099-SW_ABMI Ecosystem Health 2022,1099,ABMI Ecosystem Health 2022,1099-SW,53.781108,-118.82901,Rocky Mountain,Subalpine,Upper Athabasca,17,448,84,647,1,-9.7,12,53.781108
1100-NE_ABMI Ecosystem Health 2022,1100,ABMI Ecosystem Health 2022,1100-NE,53.790344,-118.59594,Rocky Mountain,Subalpine,Upper Athabasca,14.9,422,82,689,0.3,-10.1,11.3,53.790344
1100-NW_ABMI Ecosystem Health 2022,1100,ABMI Ecosystem Health 2022,1100-NW,53.790344,-118.59594,Rocky Mountain,Subalpine,Upper Athabasca,14.9,422,82,689,0.3,-10.1,11.3,53.790344
1113-NE_ABMI Ecosystem Health 2020,1113,ABMI Ecosystem Health 2020,1113-NE,53.469264,-114.643639,Boreal,Central Mixedwood,North Saskatchewan,23,554,108,538,2.4,-12.9,15.8,53.469264
1113-NW_ABMI Ecosystem Health 2020,1113,ABMI Ecosystem Health 2020,1113-NW,53.469264,-114.643639,Boreal,Central Mixedwood,North Saskatchewan,23,554,108,538,2.4,-12.9,15.8,53.469264
1113-SW_ABMI Ecosystem Health 2020,1113,ABMI Ecosystem Health 2020,1113-SW,53.469264,-114.643639,Boreal,Central Mixedwood,North Saskatchewan,23,554,108,538,2.4,-12.9,15.8,53.469264
1114-NE_ABMI Ecosystem Health 2020,1114,ABMI Ecosystem Health 2020,1114-NE,53.433315,-114.32238,Boreal,Dry Mixedwood,North Saskatchewan,23.4,566,113,529,2.4,-13.7,16.3,53.433315
1114-NW_ABMI Ecosystem Health 2020,1114,ABMI Ecosystem Health 2020,1114-NW,53.433315,-114.32238,Boreal,Dry Mixedwood,North Saskatchewan,23.4,566,113,529,2.4,-13.7,16.3,53.433315
1114-SE_ABMI Ecosystem Health 2020,1114,ABMI Ecosystem Health 2020,1114-SE,53.433315,-114.32238,Boreal,Dry Mixedwood,North Saskatchewan,23.4,566,113,529,2.4,-13.7,16.3,53.433315
1114-SW_ABMI Ecosystem Health 2020,1114,ABMI Ecosystem Health 2020,1114-SW,53.433315,-114.32238,Boreal,Dry Mixedwood,North Saskatchewan,23.4,566,113,529,2.4,-13.7,16.3,53.433315
1115-NE_ABMI Ecosystem Health 2020,1115,ABMI Ecosystem Health 2020,1115-NE,53.427867,-114.024139,Parkland,Central Parkland,North Saskatchewan,23.7,566,112,520,2.3,-14,16.2,53.427867
1115-NW_ABMI Ecosystem Health 2020,1115,ABMI Ecosystem Health 2020,1115-NW,53.427867,-114.024139,Parkland,Central Parkland,North Saskatchewan,23.7,566,112,520,2.3,-14,16.2,53.427867
1115-SE_ABMI Ecosystem Health 2020,1115,ABMI Ecosystem Health 2020,1115-SE,53.427867,-114.024139,Parkland,Central Parkland,North Saskatchewan,23.7,566,112,520,2.3,-14,16.2,53.427867
1115-SW_ABMI Ecosystem Health 2020,1115,ABMI Ecosystem Health 2020,1115-SW,53.427867,-114.024139,Parkland,Central Parkland,North Saskatchewan,23.7,566,112,520,2.3,-14,16.2,53.427867
1119-NE_ABMI Ecosystem Health 2017,1119,ABMI Ecosystem Health 2017,1119-NE,53.304233,-112.840141,Boreal,Dry Mixedwood,North Saskatchewan,26.1,555,112,468,2.2,-13.7,16,53.304233
1119-NW_ABMI Ecosystem Health 2017,1119,ABMI Ecosystem Health 2017,1119-NW,53.304233,-112.840141,Boreal,Dry Mixedwood,North Saskatchewan,26.1,555,112,468,2.2,-13.7,16,53.304233
1119-SE_ABMI Ecosystem Health 2017,1119,ABMI Ecosystem Health 2017,1119-SE,53.304233,-112.840141,Boreal,Dry Mixedwood,North Saskatchewan,26.1,555,112,468,2.2,-13.7,16,53.304233
1119-SW_ABMI Ecosystem Health 2017,1119,ABMI Ecosystem Health 2017,1119-SW,53.304233,-112.840141,Boreal,Dry Mixedwood,North Saskatchewan,26.1,555,112,468,2.2,-13.7,16,53.304233
1120-NE_ABMI Ecosystem Health 2017,1120,ABMI Ecosystem Health 2017,1120-NE,53.278839,-112.539665,Parkland,Central Parkland,North Saskatchewan,27.1,565,114,446,2.1,-14.9,16.4,53.278839
1120-NW_ABMI Ecosystem Health 2017,1120,ABMI Ecosystem Health 2017,1120-NW,53.278839,-112.539665,Parkland,Central Parkland,North Saskatchewan,27.1,565,114,446,2.1,-14.9,16.4,53.278839
1120-SE_ABMI Ecosystem Health 2017,1120,ABMI Ecosystem Health 2017,1120-SE,53.278839,-112.539665,Parkland,Central Parkland,North Saskatchewan,27.1,565,114,446,2.1,-14.9,16.4,53.278839
1120-SW_ABMI Ecosystem Health 2017,1120,ABMI Ecosystem Health 2017,1120-SW,53.278839,-112.539665,Parkland,Central Parkland,North Saskatchewan,27.1,565,114,446,2.1,-14.9,16.4,53.278839
1121-NE_ABMI Ecosystem Health 2017,1121,ABMI Ecosystem Health 2017,1121-NE,53.216674,-112.265266,Parkland,Central Parkland,North Saskatchewan,27.8,569,114,435,2.1,-15,16.5,53.216674
1121-NW_ABMI Ecosystem Health 2017,1121,ABMI Ecosystem Health 2017,1121-NW,53.216674,-112.265266,Parkland,Central Parkland,North Saskatchewan,27.8,569,114,435,2.1,-15,16.5,53.216674
1121-SE_ABMI Ecosystem Health 2017,1121,ABMI Ecosystem Health 2017,1121-SE,53.216674,-112.265266,Parkland,Central Parkland,North Saskatchewan,27.8,569,114,435,2.1,-15,16.5,53.216674
1121-SW_ABMI Ecosystem Health 2017,1121,ABMI Ecosystem Health 2017,1121-SW,53.216674,-112.265266,Parkland,Central Parkland,North Saskatchewan,27.8,569,114,435,2.1,-15,16.5,53.216674
1128-NE_ABMI Ecosystem Health 2019,1128,ABMI Ecosystem Health 2019,1128-NE,52.928958,-110.230217,Parkland,Central Parkland,North Saskatchewan,27.9,591,115,423,1.8,-16.6,17.1,52.928958
1128-NW_ABMI Ecosystem Health 2019,1128,ABMI Ecosystem Health 2019,1128-NW,52.928958,-110.23022,Parkland,Central Parkland,North Saskatchewan,27.9,591,115,423,1.8,-16.6,17.1,52.928958
1128-SE_ABMI Ecosystem Health 2019,1128,ABMI Ecosystem Health 2019,1128-SE,52.928958,-110.23022,Parkland,Central Parkland,North Saskatchewan,27.9,591,115,423,1.8,-16.6,17.1,52.928958
1128-SW_ABMI Ecosystem Health 2019,1128,ABMI Ecosystem Health 2019,1128-SW,52.928958,-110.23022,Parkland,Central Parkland,North Saskatchewan,27.9,591,115,423,1.8,-16.6,17.1,52.928958
1130-NW_ABMI Ecosystem Health 2022,1130,ABMI Ecosystem Health 2022,1130-NW,53.637516,-119.15258,Rocky Mountain,Alpine,Upper Peace,9.3,292,64,927,-1.4,-10.2,8.8,53.637516
1130-SE_ABMI Ecosystem Health 2022,1130,ABMI Ecosystem Health 2022,1130-SE,53.637516,-119.15258,Rocky Mountain,Alpine,Upper Peace,9.3,292,64,927,-1.4,-10.2,8.8,53.637516
1130-SW_ABMI Ecosystem Health 2022,1130,ABMI Ecosystem Health 2022,1130-SW,53.637516,-119.15258,Rocky Mountain,Alpine,Upper Peace,9.3,292,64,927,-1.4,-10.2,8.8,53.637516
1131-NE_ABMI Ecosystem Health 2022,1131,ABMI Ecosystem Health 2022,1131-NE,53.657855,-118.82386,Rocky Mountain,Subalpine,Upper Peace,12.7,401,75,763,-0.3,-10.3,10.5,53.657855
1131-NW_ABMI Ecosystem Health 2022,1131,ABMI Ecosystem Health 2022,1131-NW,53.657855,-118.82386,Rocky Mountain,Subalpine,Upper Peace,12.7,401,75,763,-0.3,-10.3,10.5,53.657855
1131-SE_ABMI Ecosystem Health 2022,1131,ABMI Ecosystem Health 2022,1131-SE,53.657855,-118.82386,Rocky Mountain,Subalpine,Upper Peace,12.7,401,75,763,-0.3,-10.3,10.5,53.657855
1132-SW_ABMI Ecosystem Health 2022,1132,ABMI Ecosystem Health 2022,1132-SW,53.630706000000004,-118.540054,Rocky Mountain,Subalpine,Upper Peace,11.7,352,78,814,-0.5,-11.3,10.5,53.630706000000004
1145-NE_ABMI Ecosystem Health 2020,1145,ABMI Ecosystem Health 2020,1145-NE,53.317081,-114.679527,Boreal,Dry Mixedwood,North Saskatchewan,22.8,565,109,543,2.4,-13.1,16,53.317081
1145-NW_ABMI Ecosystem Health 2020,1145,ABMI Ecosystem Health 2020,1145-NW,53.317081,-114.679527,Boreal,Dry Mixedwood,North Saskatchewan,22.8,565,109,543,2.4,-13.1,16,53.317081
1145-SE_ABMI Ecosystem Health 2020,1145,ABMI Ecosystem Health 2020,1145-SE,53.317081,-114.679527,Boreal,Dry Mixedwood,North Saskatchewan,22.8,565,109,543,2.4,-13.1,16,53.317081
1145-SW_ABMI Ecosystem Health 2020,1145,ABMI Ecosystem Health 2020,1145-SW,53.317081,-114.679527,Boreal,Dry Mixedwood,North Saskatchewan,22.8,565,109,543,2.4,-13.1,16,53.317081
1146-NE_ABMI Ecosystem Health 2020,1146,ABMI Ecosystem Health 2020,1146-NE,53.277996,-114.40205,Boreal,Dry Mixedwood,North Saskatchewan,23,556,109,539,2.4,-12.9,15.8,53.277996
1146-NW_ABMI Ecosystem Health 2020,1146,ABMI Ecosystem Health 2020,1146-NW,53.277996,-114.40205,Boreal,Dry Mixedwood,North Saskatchewan,23,556,109,539,2.4,-12.9,15.8,53.277996
1146-SE_ABMI Ecosystem Health 2020,1146,ABMI Ecosystem Health 2020,1146-SE,53.277996,-114.40205,Boreal,Dry Mixedwood,North Saskatchewan,23,556,109,539,2.4,-12.9,15.8,53.277996
1146-SW_ABMI Ecosystem Health 2020,1146,ABMI Ecosystem Health 2020,1146-SW,53.277996,-114.40205,Boreal,Dry Mixedwood,North Saskatchewan,23,556,109,539,2.4,-12.9,15.8,53.277996
1147-NE_ABMI Ecosystem Health 2020,1147,ABMI Ecosystem Health 2020,1147-NE,53.250572,-114.06008,Boreal,Dry Mixedwood,North Saskatchewan,24.2,567,112,513,2.4,-13.5,16.1,53.250572
1147-NW_ABMI Ecosystem Health 2020,1147,ABMI Ecosystem Health 2020,1147-NW,53.250572,-114.06008,Boreal,Dry Mixedwood,North Saskatchewan,24.2,567,112,513,2.4,-13.5,16.1,53.250572
1147-SE_ABMI Ecosystem Health 2020,1147,ABMI Ecosystem Health 2020,1147-SE,53.250572,-114.06008,Boreal,Dry Mixedwood,North Saskatchewan,24.2,567,112,513,2.4,-13.5,16.1,53.250572
1147-SW_ABMI Ecosystem Health 2020,1147,ABMI Ecosystem Health 2020,1147-SW,53.250572,-114.06008,Boreal,Dry Mixedwood,North Saskatchewan,24.2,567,112,513,2.4,-13.5,16.1,53.250572
1150-NE_ABMI Ecosystem Health 2015,1150,ABMI Ecosystem Health 2015,1150-NE,53.137332,-113.142067,Parkland,Central Parkland,North Saskatchewan,25.4,567,112,485,2.3,-13.8,16.2,53.137332
1150-NW_ABMI Ecosystem Health 2015,1150,ABMI Ecosystem Health 2015,1150-NW,53.137332,-113.142067,Parkland,Central Parkland,North Saskatchewan,25.4,567,112,485,2.3,-13.8,16.2,53.137332
1150-SE_ABMI Ecosystem Health 2015,1150,ABMI Ecosystem Health 2015,1150-SE,53.137332,-113.142067,Parkland,Central Parkland,North Saskatchewan,25.4,567,112,485,2.3,-13.8,16.2,53.137332
1150-SW_ABMI Ecosystem Health 2015,1150,ABMI Ecosystem Health 2015,1150-SW,53.137332,-113.142067,Parkland,Central Parkland,North Saskatchewan,25.4,567,112,485,2.3,-13.8,16.2,53.137332
1151-NE_ABMI Ecosystem Health 2017,1151,ABMI Ecosystem Health 2017,1151-NE,53.13713,-112.907288,Parkland,Central Parkland,North Saskatchewan,25.9,562,113,475,2.3,-13.9,16.2,53.13713
1151-NW_ABMI Ecosystem Health 2017,1151,ABMI Ecosystem Health 2017,1151-NW,53.13713,-112.907288,Parkland,Central Parkland,North Saskatchewan,25.9,562,113,475,2.3,-13.9,16.2,53.13713
1151-SE_ABMI Ecosystem Health 2017,1151,ABMI Ecosystem Health 2017,1151-SE,53.13713,-112.907288,Parkland,Central Parkland,North Saskatchewan,25.9,562,113,475,2.3,-13.9,16.2,53.13713
1152-NE_ABMI Ecosystem Health 2017,1152,ABMI Ecosystem Health 2017,1152-NE,53.081832,-112.614395,Parkland,Central Parkland,North Saskatchewan,26.3,563,114,464,2.2,-14.2,16.3,53.081832
1152-NW_ABMI Ecosystem Health 2017,1152,ABMI Ecosystem Health 2017,1152-NW,53.081832,-112.614395,Parkland,Central Parkland,North Saskatchewan,26.3,563,114,464,2.2,-14.2,16.3,53.081832
1152-SE_ABMI Ecosystem Health 2017,1152,ABMI Ecosystem Health 2017,1152-SE,53.081832,-112.614395,Parkland,Central Parkland,North Saskatchewan,26.3,563,114,464,2.2,-14.2,16.3,53.081832
1152-SW_ABMI Ecosystem Health 2017,1152,ABMI Ecosystem Health 2017,1152-SW,53.081832,-112.614395,Parkland,Central Parkland,North Saskatchewan,26.3,563,114,464,2.2,-14.2,16.3,53.081832
1153-NE_ABMI Ecosystem Health 2017,1153,ABMI Ecosystem Health 2017,1153-NE,53.044696,-112.365883,Parkland,Central Parkland,North Saskatchewan,27.2,570,114,449,2.2,-14.6,16.4,53.044696
1153-NW_ABMI Ecosystem Health 2017,1153,ABMI Ecosystem Health 2017,1153-NW,53.044696,-112.365883,Parkland,Central Parkland,North Saskatchewan,27.2,570,114,449,2.2,-14.6,16.4,53.044696
1153-SE_ABMI Ecosystem Health 2017,1153,ABMI Ecosystem Health 2017,1153-SE,53.044696,-112.365883,Parkland,Central Parkland,North Saskatchewan,27.2,570,114,449,2.2,-14.6,16.4,53.044696
1153-SW_ABMI Ecosystem Health 2017,1153,ABMI Ecosystem Health 2017,1153-SW,53.044696,-112.365883,Parkland,Central Parkland,North Saskatchewan,27.2,570,114,449,2.2,-14.6,16.4,53.044696
1160-NE_ABMI Ecosystem Health 2019,1160,ABMI Ecosystem Health 2019,1160-NE,52.789253,-110.302109,Parkland,Central Parkland,North Saskatchewan,28.3,592,115,420,1.9,-16.3,17.1,52.789253
1160-NW_ABMI Ecosystem Health 2019,1160,ABMI Ecosystem Health 2019,1160-NW,52.789253,-110.302109,Parkland,Central Parkland,North Saskatchewan,28.3,592,115,420,1.9,-16.3,17.1,52.789253
1160-SE_ABMI Ecosystem Health 2019,1160,ABMI Ecosystem Health 2019,1160-SE,52.789253,-110.30211,Parkland,Central Parkland,North Saskatchewan,28.3,592,115,420,1.9,-16.3,17.1,52.789253
1160-SW_ABMI Ecosystem Health 2019,1160,ABMI Ecosystem Health 2019,1160-SW,52.789253,-110.30211,Parkland,Central Parkland,North Saskatchewan,28.3,592,115,420,1.9,-16.3,17.1,52.789253
1166-NE_ABMI Ecosystem Health 2018,1166,ABMI Ecosystem Health 2018,1166-NE,53.426307,-118.337105,Rocky Mountain,Subalpine,Upper Athabasca,15.8,454,94,696,1,-10.8,12.5,53.426307
1166-NW_ABMI Ecosystem Health 2018,1166,ABMI Ecosystem Health 2018,1166-NW,53.426307,-118.337105,Rocky Mountain,Subalpine,Upper Athabasca,15.8,454,94,696,1,-10.8,12.5,53.426307
1166-SE_ABMI Ecosystem Health 2018,1166,ABMI Ecosystem Health 2018,1166-SE,53.426307,-118.337105,Rocky Mountain,Subalpine,Upper Athabasca,15.8,454,94,696,1,-10.8,12.5,53.426307
1166-SW_ABMI Ecosystem Health 2018,1166,ABMI Ecosystem Health 2018,1166-SW,53.426307,-118.337105,Rocky Mountain,Subalpine,Upper Athabasca,15.8,454,94,696,1,-10.8,12.5,53.426307
1167-NE_ABMI Ecosystem Health 2018,1167,ABMI Ecosystem Health 2018,1167-NE,53.387165,-117.980225,Rocky Mountain,Subalpine,Upper Athabasca,15.9,468,99,691,1,-11.7,12.9,53.387165
1167-NW_ABMI Ecosystem Health 2018,1167,ABMI Ecosystem Health 2018,1167-NW,53.387165,-117.980225,Rocky Mountain,Subalpine,Upper Athabasca,15.9,468,99,691,1,-11.7,12.9,53.387165
1167-SE_ABMI Ecosystem Health 2018,1167,ABMI Ecosystem Health 2018,1167-SE,53.387165,-117.980225,Rocky Mountain,Subalpine,Upper Athabasca,15.9,468,99,691,1,-11.7,12.9,53.387165
1167-SW_ABMI Ecosystem Health 2018,1167,ABMI Ecosystem Health 2018,1167-SW,53.387165,-117.980225,Rocky Mountain,Subalpine,Upper Athabasca,15.9,468,99,691,1,-11.7,12.9,53.387165
1172-NE_ABMI Ecosystem Health 2019,1172,ABMI Ecosystem Health 2019,1172-NE,53.297397,-116.50679,Foothills,Lower Foothills,Upper Athabasca,20.2,538,95,603,2.2,-11.6,14.4,53.297397
1172-NW_ABMI Ecosystem Health 2019,1172,ABMI Ecosystem Health 2019,1172-NW,53.297397,-116.50679,Foothills,Lower Foothills,Upper Athabasca,20.2,538,95,603,2.2,-11.6,14.4,53.297397
1172-SE_ABMI Ecosystem Health 2019,1172,ABMI Ecosystem Health 2019,1172-SE,53.297397,-116.50679,Foothills,Lower Foothills,Upper Athabasca,20.2,538,95,603,2.2,-11.6,14.4,53.297397
1172-SW_ABMI Ecosystem Health 2019,1172,ABMI Ecosystem Health 2019,1172-SW,53.297397,-116.50679,Foothills,Lower Foothills,Upper Athabasca,20.2,538,95,603,2.2,-11.6,14.4,53.297397
1173-NE_ABMI Ecosystem Health 2019,1173,ABMI Ecosystem Health 2019,1173-NE,53.268863,-116.237389,Foothills,Lower Foothills,Upper Athabasca,20,529,96,609,2.2,-11.6,14.3,53.268863
1173-NW_ABMI Ecosystem Health 2019,1173,ABMI Ecosystem Health 2019,1173-NW,53.268863,-116.237389,Foothills,Lower Foothills,Upper Athabasca,20,529,96,609,2.2,-11.6,14.3,53.268863
1173-SE_ABMI Ecosystem Health 2019,1173,ABMI Ecosystem Health 2019,1173-SE,53.268863,-116.237389,Foothills,Lower Foothills,Upper Athabasca,20,529,96,609,2.2,-11.6,14.3,53.268863
1173-SW_ABMI Ecosystem Health 2019,1173,ABMI Ecosystem Health 2019,1173-SW,53.268863,-116.237389,Foothills,Lower Foothills,Upper Athabasca,20,529,96,609,2.2,-11.6,14.3,53.268863
1174-NE_ABMI Ecosystem Health 2019,1174,ABMI Ecosystem Health 2019,1174-NE,53.255893,-115.915947,Foothills,Lower Foothills,Upper Athabasca,19.8,524,99,615,2.2,-11.7,14.4,53.255893
1174-NW_ABMI Ecosystem Health 2019,1174,ABMI Ecosystem Health 2019,1174-NW,53.255893,-115.915947,Foothills,Lower Foothills,Upper Athabasca,19.8,524,99,615,2.2,-11.7,14.4,53.255893
1174-SE_ABMI Ecosystem Health 2019,1174,ABMI Ecosystem Health 2019,1174-SE,53.255893,-115.915947,Foothills,Lower Foothills,Upper Athabasca,19.8,524,99,615,2.2,-11.7,14.4,53.255893
1174-SW_ABMI Ecosystem Health 2019,1174,ABMI Ecosystem Health 2019,1174-SW,53.255893,-115.915947,Foothills,Lower Foothills,Upper Athabasca,19.8,524,99,615,2.2,-11.7,14.4,53.255893
1178-NE_ABMI Ecosystem Health 2017,1178,ABMI Ecosystem Health 2017,1178-NE,53.104702,-114.714417,Boreal,Central Mixedwood,North Saskatchewan,22.3,557,107,565,2.6,-12.1,15.6,53.104702
1178-NW_ABMI Ecosystem Health 2017,1178,ABMI Ecosystem Health 2017,1178-NW,53.104702,-114.714417,Boreal,Central Mixedwood,North Saskatchewan,22.3,557,107,565,2.6,-12.1,15.6,53.104702
1178-SE_ABMI Ecosystem Health 2017,1178,ABMI Ecosystem Health 2017,1178-SE,53.104702,-114.714417,Boreal,Central Mixedwood,North Saskatchewan,22.3,557,107,565,2.6,-12.1,15.6,53.104702
1178-SW_ABMI Ecosystem Health 2017,1178,ABMI Ecosystem Health 2017,1178-SW,53.104702,-114.714417,Boreal,Central Mixedwood,North Saskatchewan,22.3,557,107,565,2.6,-12.1,15.6,53.104702
1179-NE_ABMI Ecosystem Health 2017,1179,ABMI Ecosystem Health 2017,1179-NE,53.097267,-114.470749,Boreal,Central Mixedwood,North Saskatchewan,22.9,564,107,554,2.7,-11.8,15.7,53.097267
1179-NW_ABMI Ecosystem Health 2017,1179,ABMI Ecosystem Health 2017,1179-NW,53.097267,-114.470749,Boreal,Central Mixedwood,North Saskatchewan,22.9,564,107,554,2.7,-11.8,15.7,53.097267
1179-SE_ABMI Ecosystem Health 2017,1179,ABMI Ecosystem Health 2017,1179-SE,53.097267,-114.470749,Boreal,Central Mixedwood,North Saskatchewan,22.9,564,107,554,2.7,-11.8,15.7,53.097267
1179-SW_ABMI Ecosystem Health 2017,1179,ABMI Ecosystem Health 2017,1179-SW,53.097267,-114.470749,Boreal,Central Mixedwood,North Saskatchewan,22.9,564,107,554,2.7,-11.8,15.7,53.097267
1180-NE_ABMI Ecosystem Health 2017,1180,ABMI Ecosystem Health 2017,1180-NE,53.092289,-114.158813,Boreal,Central Mixedwood,North Saskatchewan,23.2,552,107,535,2.4,-12.4,15.5,53.092289
1180-NW_ABMI Ecosystem Health 2017,1180,ABMI Ecosystem Health 2017,1180-NW,53.092289,-114.158813,Boreal,Central Mixedwood,North Saskatchewan,23.2,552,107,535,2.4,-12.4,15.5,53.092289
1180-SW_ABMI Ecosystem Health 2017,1180,ABMI Ecosystem Health 2017,1180-SW,53.092288,-114.158813,Boreal,Central Mixedwood,North Saskatchewan,23.2,552,107,535,2.4,-12.4,15.5,53.092288
1181-NE_ABMI Ecosystem Health 2018,1181,ABMI Ecosystem Health 2018,1181-NE,53.033111,-113.842758,Boreal,Dry Mixedwood,North Saskatchewan,24.2,561,109,517,2.5,-12.8,15.8,53.033111
1181-NW_ABMI Ecosystem Health 2018,1181,ABMI Ecosystem Health 2018,1181-NW,53.033111,-113.842758,Boreal,Dry Mixedwood,North Saskatchewan,24.2,561,109,517,2.5,-12.8,15.8,53.033111
1181-SE_ABMI Ecosystem Health 2018,1181,ABMI Ecosystem Health 2018,1181-SE,53.033111,-113.842758,Boreal,Dry Mixedwood,North Saskatchewan,24.2,561,109,517,2.5,-12.8,15.8,53.033111
1181-SW_ABMI Ecosystem Health 2018,1181,ABMI Ecosystem Health 2018,1181-SW,53.033111,-113.842758,Boreal,Dry Mixedwood,North Saskatchewan,24.2,561,109,517,2.5,-12.8,15.8,53.033111
1182-NE_ABMI Ecosystem Health 2018,1182,ABMI Ecosystem Health 2018,1182-NE,52.969978,-113.554283,Parkland,Central Parkland,North Saskatchewan,24.6,566,111,505,2.4,-13.4,16,52.969978
1182-NW_ABMI Ecosystem Health 2018,1182,ABMI Ecosystem Health 2018,1182-NW,52.969978,-113.554283,Parkland,Central Parkland,North Saskatchewan,24.6,566,111,505,2.4,-13.4,16,52.969978
1182-SE_ABMI Ecosystem Health 2018,1182,ABMI Ecosystem Health 2018,1182-SE,52.969978,-113.554283,Parkland,Central Parkland,North Saskatchewan,24.6,566,111,505,2.4,-13.4,16,52.969978
